time,battery_state,rrp,export_kw,import_kw,grid_import_kwh,grid_export_kwh,cumulative_cost,cumulative_revenue,cumulative_profit
13/01/2025 6:15,0,147.39,0,0.528,0.044,0,49.87035031,32.23975566,-17.63059465
13/01/2025 6:20,0,118.71,0,0.468,0.039,0,49.87919227,32.23975566,-17.63943661
13/01/2025 6:25,0,85.8,0,0.624,0.052,0,49.88927023,32.23975566,-17.64951457
13/01/2025 6:30,0.92,66.43,0,0.528,0.964,0,50.0574275,32.23975566,-17.81767184
13/01/2025 6:35,1.84,57.01,0,0.504,0.962,0,50.21617385,32.23975566,-17.97641819
13/01/2025 6:40,2.76,64.76,0.072,0.3,0.945,0,50.37943867,32.23975566,-18.13968301
13/01/2025 6:45,3.68,57.01,0.468,0.144,0.932,0,50.53323451,32.23975566,-18.29347885
13/01/2025 6:50,4.6,56.01,0,0.888,0.994,0,50.69626741,32.23975566,-18.45651175
13/01/2025 6:55,5.52,47.37,0,1.008,1.004,0,50.85226592,32.23975566,-18.61251026
13/01/2025 7:00,6.44,48.2,0,0.876,0.993,0,51.00737947,32.23975566,-18.76762381
13/01/2025 7:05,7.36,37.74,0,0.696,0.978,0,51.14992004,32.23975566,-18.91016438
13/01/2025 7:10,8.28,49.42,0.084,0.432,0.956,0,51.30042025,32.23975566,-19.06066459
13/01/2025 7:15,8.28,72.19,0.18,0.036,0,0.012,51.30042025,32.24062194,-19.05979831
13/01/2025 7:20,9.2,50.32,0.06,0.06,0.925,0,51.44687272,32.24062194,-19.20625078
13/01/2025 7:25,10.12,59.17,0.396,0.024,0.922,0,51.60100992,32.24062194,-19.36038798
13/01/2025 7:30,10.206,40.87,1.032,0,0,0,51.60100992,32.24062194,-19.36038798
13/01/2025 7:35,11.126,38.3,0.612,0.084,0.927,0,51.73663651,32.24062194,-19.49601457
13/01/2025 7:40,11.235,59.62,1.308,0,0,0,51.73663651,32.24062194,-19.49601457
13/01/2025 7:45,11.301,37.65,0.792,0,0,0,51.73663651,32.24062194,-19.49601457
13/01/2025 7:50,12.221,49.98,0.72,0.012,0.921,0,51.88214253,32.24062194,-19.64152059
13/01/2025 7:55,12.282,36,0.732,0,0,0,51.88214253,32.24062194,-19.64152059
13/01/2025 8:00,13.202,-22.86,0.732,0.012,0.921,0,51.96056292,32.24062194,-19.71994098
13/01/2025 8:05,14.122,-0.01,0.408,0.156,0.933,0,52.06132412,32.24062194,-19.82070218
13/01/2025 8:10,15.042,38.81,0.828,0.132,0.931,0,52.19801075,32.24062194,-19.95738881
13/01/2025 8:15,15.143,1,1.212,0,0,0,52.19801075,32.24062194,-19.95738881
13/01/2025 8:20,15.236,1,1.116,0,0,0,52.19801075,32.24062194,-19.95738881
13/01/2025 8:25,15.331,36,1.14,0,0,0,52.19801075,32.24062194,-19.95738881
13/01/2025 8:30,16.251,35.88,0.528,0.312,0.946,0,52.33412785,32.24062194,-20.09350591
13/01/2025 8:35,17.171,1,1.308,0.024,0.922,0,52.4346323,32.24062194,-20.19401036
13/01/2025 8:40,17.352,36,2.172,0,0,0,52.4346323,32.24062194,-20.19401036
13/01/2025 8:45,17.572,11.23,2.64,0,0,0,52.4346323,32.24062194,-20.19401036
13/01/2025 8:50,17.803,0,2.772,0,0,0,52.4346323,32.24062194,-20.19401036
13/01/2025 8:55,18.043,11.48,2.88,0,0,0,52.4346323,32.24062194,-20.19401036
13/01/2025 9:00,18.261,20,2.616,0,0,0,52.4346323,32.24062194,-20.19401036
13/01/2025 9:05,18.485,31.54,2.688,0,0,0,52.4346323,32.24062194,-20.19401036
13/01/2025 9:10,18.672,35.88,2.244,0,0,0,52.4346323,32.24062194,-20.19401036
13/01/2025 9:15,18.864,35.88,2.304,0,0,0,52.4346323,32.24062194,-20.19401036
13/01/2025 9:20,19.073,36,2.508,0,0,0,52.4346323,32.24062194,-20.19401036
13/01/2025 9:25,19.342,9.01,3.228,0,0,0,52.4346323,32.24062194,-20.19401036
13/01/2025 9:30,19.616,20,3.288,0,0,0,52.4346323,32.24062194,-20.19401036
13/01/2025 9:35,20,20,1.74,0.36,0.414,0,52.4876272,32.24062194,-20.24700526
13/01/2025 9:40,20,20,0,0.9,0.075,0,52.49722773,32.24062194,-20.25660579
13/01/2025 9:45,20,20,0,1.128,0.094,0,52.50926039,32.24062194,-20.26863845
13/01/2025 9:50,20,-2.04,0,1.596,0.133,0,52.523354,32.24062194,-20.28273206
13/01/2025 9:55,20,-22.96,0,1.98,0.165,0,52.53738675,32.24062194,-20.29676481
13/01/2025 10:00,20,-22.56,0,2.808,0.234,0,52.55738135,32.24062194,-20.31675941
13/01/2025 10:05,20,-22.86,0,1.02,0.085,0,52.56461884,32.24062194,-20.3239969
13/01/2025 10:10,20,-22.72,0,0.756,0.063,0,52.56999193,32.24062194,-20.32936999
13/01/2025 10:15,20,-22.43,0,1.548,0.129,0,52.58103136,32.24062194,-20.34040942
13/01/2025 10:20,20,-33,0,1.884,0.157,0,52.59280746,32.24062194,-20.35218552
13/01/2025 10:25,20,-31.01,0.024,3.324,0.277,0,52.61413563,32.24062194,-20.37351369
13/01/2025 10:30,20,-32.97,0.264,0.48,0.04,0,52.61713711,32.24062194,-20.37651517
13/01/2025 10:35,20,-31.01,0.12,0.048,0.004,0,52.61744509,32.24062194,-20.37682315
13/01/2025 10:40,20,-31.43,0.264,0.696,0.058,0,52.62188656,32.24062194,-20.38126462
13/01/2025 10:45,20,-37.73,0.012,2.94,0.245,0,52.63910443,32.24062194,-20.39848249
13/01/2025 10:50,20,-36.52,0,2.736,0.228,0,52.65540346,32.24062194,-20.41478152
13/01/2025 10:55,20,-35.22,0.048,0.516,0.043,0,52.6585333,32.24062194,-20.41791136
13/01/2025 11:00,20,-36.68,0.252,0.372,0.031,0,52.66074444,32.24062194,-20.4201225
13/01/2025 11:05,20,-36.98,0,1.932,0.161,0,52.67217979,32.24062194,-20.43155785
13/01/2025 11:10,20,-19.85,0.204,0.984,0.082,0,52.67940866,32.24062194,-20.43878672
13/01/2025 11:15,20,-34.61,0.06,1.02,0.085,0,52.68564741,32.24062194,-20.44502547
13/01/2025 11:20,20,-33.01,0,1.98,0.165,0,52.69802191,32.24062194,-20.45739997
13/01/2025 11:25,20,-19.92,0.12,0.468,0.039,0,52.7014573,32.24062194,-20.46083536
13/01/2025 11:30,20,-31.6,0.024,0.396,0.033,0,52.70397873,32.24062194,-20.46335679
13/01/2025 11:35,20,-20.59,0.096,0.024,0.002,0,52.70415357,32.24062194,-20.46353163
13/01/2025 11:40,20,20.17,0.192,0,0,0.016,52.70415357,32.24094466,-20.46320891
13/01/2025 11:45,20,-11.5,0.144,0.06,0.005,0,52.7046361,32.24094466,-20.46369144
13/01/2025 11:50,20,-32.81,0.048,0.468,0.039,0,52.70756879,32.24094466,-20.46662413
13/01/2025 11:55,20,1,0,2.28,0.19,0,52.72828012,32.24094466,-20.48733546
13/01/2025 12:00,20,57.01,0.06,2.004,0.167,0,52.75583796,32.24094466,-20.5148933
13/01/2025 12:05,20,35.77,0.108,1.2,0.1,0,52.77021566,32.24094466,-20.529271
13/01/2025 12:10,20,0,0.18,0.972,0.081,0,52.77896422,32.24094466,-20.53801956
13/01/2025 12:15,20,61.99,0.024,0.708,0.059,0,52.78899405,32.24094466,-20.54804939
13/01/2025 12:20,20,20,0,1.152,0.096,0,52.80128272,32.24094466,-20.56033806
13/01/2025 12:25,19.08,299.99,0,1.056,0,0.832,52.80128272,32.49053634,-20.31074638
13/01/2025 12:30,20,-32.36,0.012,0.696,0.978,0,52.87526548,32.49053634,-20.38472914
13/01/2025 12:35,20,38.86,0,1.152,0.096,0,52.88936472,32.49053634,-20.39882838
13/01/2025 12:40,20,-11.17,0,0.108,0.009,0,52.89023625,32.49053634,-20.39969991
13/01/2025 12:45,20,45,0.024,0.036,0.003,0,52.89069527,32.49053634,-20.40015893
13/01/2025 12:50,20,36.4,0,0.048,0.004,0,52.8912729,32.49053634,-20.40073656
13/01/2025 12:55,20,35.88,0,0.144,0.012,0,52.89299954,32.49053634,-20.4024632
13/01/2025 13:00,20,35.88,0,0.168,0.014,0,52.89501396,32.49053634,-20.40447762
13/01/2025 13:05,20,75.9,0.012,0.06,0.004,0,52.89574959,32.49053634,-20.40521325
13/01/2025 13:10,20,46.01,0.06,0.06,0.005,0,52.89651967,32.49053634,-20.40598333
13/01/2025 13:15,20,44.55,2.16,0,0,0.18,52.89651967,32.49855534,-20.39796433
13/01/2025 13:20,20,56.73,4.692,0,0,0.391,52.89651967,32.52073677,-20.3757829
13/01/2025 13:25,20,57.01,4.764,0,0,0.397,52.89651967,32.54336974,-20.35314993
13/01/2025 13:30,20,75.9,4.824,0,0,0.402,52.89651967,32.57388154,-20.32263813
13/01/2025 13:35,20,75.9,4.788,0,0,0.399,52.89651967,32.60416564,-20.29235403
13/01/2025 13:40,20,56.98,4.644,0,0,0.387,52.89651967,32.6262169,-20.27030277
13/01/2025 13:45,20,56.98,4.62,0,0,0.385,52.89651967,32.6481542,-20.24836547
13/01/2025 13:50,20,56.98,4.692,0,0,0.391,52.89651967,32.67043338,-20.22608629
13/01/2025 13:55,20,70.47,4.62,0,0,0.385,52.89651967,32.69756433,-20.19895534
13/01/2025 14:00,20,86.63,4.56,0,0,0.38,52.89651967,32.73048373,-20.16603594
13/01/2025 14:05,20,47.46,4.524,0,0,0.377,52.89651967,32.74837615,-20.14814352
13/01/2025 14:10,20,59.44,4.512,0,0,0.376,52.89651967,32.77072559,-20.12579408
13/01/2025 14:15,20,59.37,4.452,0,0,0.371,52.89651967,32.79275186,-20.10376781
13/01/2025 14:20,20,57.01,4.368,0,0,0.364,52.89651967,32.8135035,-20.08301617
13/01/2025 14:25,20,80.57,4.284,0,0,0.357,52.89651967,32.84226699,-20.05425268
13/01/2025 14:30,20,65.25,4.26,0,0,0.355,52.89651967,32.86543074,-20.03108893
13/01/2025 14:35,20,85.89,4.248,0,0,0.354,52.89651967,32.8958358,-20.00068387
13/01/2025 14:40,20,86.29,4.212,0,0,0.351,52.89651967,32.92612359,-19.97039608
13/01/2025 14:45,20,87.41,4.128,0,0,0.344,52.89651967,32.95619263,-19.94032704
13/01/2025 14:50,20,90.31,4.032,0,0,0.336,52.89651967,32.98653679,-19.90998288
13/01/2025 14:55,20,108.89,3.936,0,0,0.328,52.89651967,33.02225271,-19.87426696
13/01/2025 15:00,20,91.13,3.288,0.072,0,0.268,52.89651967,33.04667555,-19.84984412
13/01/2025 15:05,20,90.15,0,0.384,0.032,0,52.9028607,33.04667555,-19.85618515
13/01/2025 15:10,19.08,140.78,0,0.828,0,0.851,52.9028607,33.16647933,-19.73638137
13/01/2025 15:15,19.08,111.12,0,1.608,0.134,0,52.93222371,33.16647933,-19.76574438
13/01/2025 15:20,19.08,105.26,0,1.872,0.156,0,52.96549337,33.16647933,-19.79901404
13/01/2025 15:25,18.16,139.32,0,1.2,0,0.82,52.96549337,33.28072173,-19.68477164
13/01/2025 15:30,17.24,158.38,0,1.308,0,0.811,52.96549337,33.40916791,-19.55632546
13/01/2025 15:35,16.32,200.17,0,1.464,0,0.798,52.96549337,33.56890357,-19.3965898
13/01/2025 15:40,16.32,107.39,0,1.392,0.116,0,52.99047942,33.56890357,-19.42157585
13/01/2025 15:45,16.32,117.15,0,1.416,0.118,0,53.01704794,33.56890357,-19.44814437
13/01/2025 15:50,16.32,106.39,0,1.5,0.125,0,53.04384757,33.56890357,-19.474944
13/01/2025 15:55,16.32,113.53,0,1.704,0.142,0,53.07530582,33.56890357,-19.50640225
13/01/2025 16:00,16.32,122.97,0,3,0.25,0,53.13305007,33.56890357,-19.5641465
13/01/2025 16:05,15.4,147,0,2.808,0,0.686,53.13305007,33.66974557,-19.4633045
13/01/2025 16:10,14.48,155.96,0,1.632,0,0.784,53.13305007,33.79201821,-19.34103186
13/01/2025 16:15,13.56,156.63,0,1.944,0,0.758,53.13305007,33.91074375,-19.22230632
13/01/2025 16:20,12.64,162.44,0,1.992,0,0.754,53.13305007,34.03322351,-19.09982656
13/01/2025 16:25,11.72,232.75,0,2.112,0,0.744,53.13305007,34.20638951,-18.92666056
13/01/2025 16:30,11.72,126.58,0,2.388,0.199,0,53.17973289,34.20638951,-18.97334338
13/01/2025 16:35,11.72,121.14,0,2.532,0.211,0,53.2280829,34.20638951,-19.02169339
13/01/2025 16:40,11.72,118.88,0,3.06,0.255,0,53.28593909,34.20638951,-19.07954958
13/01/2025 16:45,10.8,284.96,0,2.628,0,0.701,53.28593909,34.40614647,-18.87979262
13/01/2025 16:50,9.88,284.96,0,2.628,0,0.701,53.28593909,34.60590343,-18.68003566
13/01/2025 16:55,8.96,284.96,0,2.7,0,0.695,53.28593909,34.80395063,-18.48198846
13/01/2025 17:00,8.96,120.01,0,2.916,0.243,0,53.34134722,34.80395063,-18.53739659
13/01/2025 17:05,8.96,105.57,0,2.964,0.247,0,53.39410074,34.80395063,-18.59015011
13/01/2025 17:10,8.96,88.81,0,3.084,0.257,0,53.44468271,34.80395063,-18.64073208
13/01/2025 17:15,8.96,110.96,0,3.288,0.274,0,53.50467967,34.80395063,-18.70072904
13/01/2025 17:20,8.04,131.38,0,4.224,0,0.568,53.50467967,34.87857447,-18.6261052
13/01/2025 17:25,7.12,128.73,0,4.668,0,0.531,53.50467967,34.9469301,-18.55774957
13/01/2025 17:30,6.2,146.02,0,4.728,0,0.526,53.50467967,35.02373662,-18.48094305
13/01/2025 17:35,6.2,124.65,0,7.044,0.587,0,53.64124932,35.02373662,-18.6175127
13/01/2025 17:40,5.28,143.38,0,5.868,0,0.431,53.64124932,35.0855334,-18.55571592
13/01/2025 17:45,4.36,185.87,0,4.872,0,0.514,53.64124932,35.18107058,-18.46017874
13/01/2025 17:50,3.44,284.96,0,6.036,0,0.417,53.64124932,35.2998989,-18.34135042
13/01/2025 17:55,2.52,376.62,0,6.42,0,0.385,53.64124932,35.4448976,-18.19635172
13/01/2025 18:00,1.6,301.74,0,5.964,0,0.423,53.64124932,35.57253362,-18.0687157
13/01/2025 18:05,0.68,297.75,0,6.06,0,0.415,53.64124932,35.69609987,-17.94514945
13/01/2025 18:10,0,351,0,5.568,0,0.216,53.64124932,35.77191587,-17.86933345
13/01/2025 18:15,0,310.81,0,6.024,0.502,0,53.85149546,35.77191587,-18.07957959
13/01/2025 18:20,0,350.87,0,4.716,0.393,0,54.03183412,35.77191587,-18.25991825
13/01/2025 18:25,0,344.42,0,5.352,0.446,0,54.23361656,35.77191587,-18.46170069
13/01/2025 18:30,0,298.07,0,3.696,0.308,0,54.35868828,35.77191587,-18.58677241
13/01/2025 18:35,0,298.03,0,0.948,0.079,0,54.3907652,35.77191587,-18.61884933
13/01/2025 18:40,0,296.2,0,0.96,0.08,0,54.42310176,35.77191587,-18.65118589
13/01/2025 18:45,0,289.27,0,0.96,0.08,0,54.45488392,35.77191587,-18.68296805
13/01/2025 18:50,0,287.5,0,1.08,0.09,0,54.49047955,35.77191587,-18.71856368
13/01/2025 18:55,0,285.82,0,1.116,0.093,0,54.52710546,35.77191587,-18.75518959
13/01/2025 19:00,0,282.68,0,0.924,0.077,0,54.55718836,35.77191587,-18.78527249
13/01/2025 19:05,0,299.84,0,1.02,0.085,0,54.59185536,35.77191587,-18.81993949
13/01/2025 19:10,0,282.98,0,1.044,0.087,0,54.62587122,35.77191587,-18.85395535
13/01/2025 19:15,0,239.62,0,0.984,0.082,0,54.65437664,35.77191587,-18.88246077
13/01/2025 19:20,0,217.49,0,0.876,0.073,0,54.67813792,35.77191587,-18.90622205
13/01/2025 19:25,0,218.88,0,1.056,0.088,0,54.70690398,35.77191587,-18.93498811
13/01/2025 19:30,0,220.3,0,1.164,0.097,0,54.73874975,35.77191587,-18.96683388
13/01/2025 19:35,0,160.13,0,1.212,0.101,0,54.76583159,35.77191587,-18.99391572
13/01/2025 19:40,0,226.08,0,2.616,0.218,0,54.83866256,35.77191587,-19.06674669
13/01/2025 19:45,0,187.41,0,3.744,0.312,0,54.93083266,35.77191587,-19.15891679
13/01/2025 19:50,0,200.9,0,2.304,0.192,0,54.99014281,35.77191587,-19.21822694
13/01/2025 19:55,0,182.4,0,2.244,0.187,0,55.04444891,35.77191587,-19.27253304
13/01/2025 20:00,0,201.08,0,1.092,0.091,0,55.07257583,35.77191587,-19.30065996
13/01/2025 20:05,0,200.96,0,1.32,0.11,0,55.1065622,35.77191587,-19.33464633
13/01/2025 20:10,0,188.09,0,1.284,0.107,0,55.13824458,35.77191587,-19.36632871
13/01/2025 20:15,0,178.04,0,1.344,0.112,0,55.17028184,35.77191587,-19.39836597
13/01/2025 20:20,0,166.18,0,1.416,0.118,0,55.20263591,35.77191587,-19.43072004
13/01/2025 20:25,0,160.02,0,1.2,0.1,0,55.22943861,35.77191587,-19.45752274
13/01/2025 20:30,0,156.96,0,1.08,0.09,0,55.25328564,35.77191587,-19.48136977
13/01/2025 20:35,0,162.15,0,1.116,0.093,0,55.27841024,35.77191587,-19.50649437
13/01/2025 20:40,0,161.35,0,1.224,0.102,0,55.30588466,35.77191587,-19.53396879
13/01/2025 20:45,0,152.32,0,1.2,0.1,0,55.33191736,35.77191587,-19.56000149
13/01/2025 20:50,0,151.84,0,1.068,0.089,0,55.35504374,35.77191587,-19.58312787
13/01/2025 20:55,0,152.95,0,0.96,0.08,0,55.3759203,35.77191587,-19.60400443
13/01/2025 21:00,0,145.6,0,4.536,0.378,0,55.47178374,35.77191587,-19.69986787
13/01/2025 21:05,0,151.65,0,4.62,0.385,0,55.57175169,35.77191587,-19.79983582
13/01/2025 21:10,0,160.02,0,4.776,0.398,0,55.67842644,35.77191587,-19.90651057
13/01/2025 21:15,0,160.02,0,4.788,0.399,0,55.78536921,35.77191587,-20.01345334
13/01/2025 21:20,0,152.5,0,4.848,0.404,0,55.89061404,35.77191587,-20.11869817
13/01/2025 21:25,0,160.47,0,4.872,0.406,0,55.9996157,35.77191587,-20.22769983
13/01/2025 21:30,0,145.92,0,4.836,0.403,0,56.10194828,35.77191587,-20.33003241
13/01/2025 21:35,0,171,0,4.752,0.396,0,56.21243505,35.77191587,-20.44051918
13/01/2025 21:40,0,186.17,0,4.776,0.398,0,56.3295175,35.77191587,-20.55760163
13/01/2025 21:45,0,162.93,0,4.776,0.398,0,56.43735042,35.77191587,-20.66543455
13/01/2025 21:50,0,161.56,0,4.752,0.396,0,56.54409896,35.77191587,-20.77218309
13/01/2025 21:55,0,152.97,0,4.68,0.39,0,56.64587999,35.77191587,-20.87396412
13/01/2025 22:00,0,145.47,0,0.276,0.023,0,56.65170996,35.77191587,-20.87979409
13/01/2025 22:05,0,149.96,0,0.264,0.022,0,56.65738523,35.77191587,-20.88546936
13/01/2025 22:10,0,154.14,0,0.3,0.025,0,56.66393891,35.77191587,-20.89202304
13/01/2025 22:15,0,208.4,0,0.264,0.022,0,56.67089986,35.77191587,-20.89898399
13/01/2025 22:20,0,232.52,0,0.288,0.024,0,56.67907251,35.77191587,-20.90715664
13/01/2025 22:25,0,221.27,0,0.216,0.018,0,56.68499949,35.77191587,-20.91308362
13/01/2025 22:30,0,272.62,0,0.3,0.025,0,56.69451517,35.77191587,-20.9225993
13/01/2025 22:35,0,220.59,0,0.3,0.025,0,56.70273009,35.77191587,-20.93081422
13/01/2025 22:40,0,228.53,0,0.288,0.024,0,56.71080698,35.77191587,-20.93889111
13/01/2025 22:45,0,221.14,0,0.204,0.017,0,56.71640248,35.77191587,-20.94448661
13/01/2025 22:50,0,234.58,0,0.264,0.022,0,56.72393939,35.77191587,-20.95202352
13/01/2025 22:55,0,211.82,0,0.288,0.024,0,56.73161524,35.77191587,-20.95969937
13/01/2025 23:00,0,171.88,0,0.408,0.034,0,56.7411314,35.77191587,-20.96921553
13/01/2025 23:05,0,177.08,0,0.36,0.03,0,56.74968401,35.77191587,-20.97776814
13/01/2025 23:10,0,183.65,0,0.36,0.03,0,56.75843372,35.77191587,-20.98651785
13/01/2025 23:15,0,163.48,0,0.372,0.031,0,56.76684982,35.77191587,-20.99493395
13/01/2025 23:20,0,158.83,0,0.276,0.023,0,56.77298707,35.77191587,-21.0010712
13/01/2025 23:25,0,156.9,0,0.3,0.025,0,56.77960974,35.77191587,-21.00769387
13/01/2025 23:30,0,156.78,0,0.324,0.027,0,56.78675899,35.77191587,-21.01484312
13/01/2025 23:35,0,177.64,0,0.312,0.026,0,56.79418581,35.77191587,-21.02226994
13/01/2025 23:40,0,180.46,0,0.372,0.031,0,56.80312829,35.77191587,-21.03121242
13/01/2025 23:45,0,180.51,0,0.3,0.025,0,56.81034122,35.77191587,-21.03842535
13/01/2025 23:50,0,179.31,0,0.288,0.024,0,56.81723682,35.77191587,-21.04532095
13/01/2025 23:55,0,179.25,0,0.204,0.017,0,56.82212019,35.77191587,-21.05020432
14/01/2025 0:00,0,154.92,0,0.276,0.023,0,56.82816751,35.77191587,-21.05625164
14/01/2025 0:05,0,159.58,0,0.3,0.025,0,56.83485719,35.77191587,-21.06294132
14/01/2025 0:10,0,158.52,0,0.288,0.024,0,56.84125384,35.77191587,-21.06933797
14/01/2025 0:15,0,142.21,0,0.228,0.019,0,56.84600796,35.77191587,-21.07409209
14/01/2025 0:20,0,132.65,0,0.276,0.023,0,56.85154307,35.77191587,-21.0796272
14/01/2025 0:25,0,132.43,0,0.24,0.02,0,56.85635181,35.77191587,-21.08443594
14/01/2025 0:30,0,141.25,0,0.288,0.024,0,56.86233398,35.77191587,-21.09041811
14/01/2025 0:35,0,126.46,0,0.264,0.022,0,56.86749225,35.77191587,-21.09557638
14/01/2025 0:40,0,130.25,0,0.264,0.022,0,56.87273391,35.77191587,-21.10081804
14/01/2025 0:45,0,140.37,0,0.192,0.016,0,56.87670794,35.77191587,-21.10479207
14/01/2025 0:50,0,145.88,0,0.288,0.024,0,56.88280123,35.77191587,-21.11088536
14/01/2025 0:55,0,128.46,0,0.312,0.026,0,56.88894937,35.77191587,-21.1170335
14/01/2025 1:00,0,115.3,0,0.252,0.021,0,56.89363882,35.77191587,-21.12172295
14/01/2025 1:05,0,113.84,0,0.204,0.017,0,56.89741022,35.77191587,-21.12549435
14/01/2025 1:10,0,112.5,0,0.252,0.021,0,56.90204086,35.77191587,-21.13012499
14/01/2025 1:15,0,111.82,0,0.3,0.025,0,56.90753654,35.77191587,-21.13562067
14/01/2025 1:20,0,110.14,0,0.288,0.024,0,56.91277207,35.77191587,-21.1408562
14/01/2025 1:25,0,108.89,0,0.204,0.017,0,56.91645931,35.77191587,-21.14454344
14/01/2025 1:30,0,98.46,0,0.204,0.017,0,56.91996925,35.77191587,-21.14805338
14/01/2025 1:35,0,138.14,0,0.3,0.025,0,56.92612293,35.77191587,-21.15420706
14/01/2025 1:40,0,138.46,0,0.336,0.028,0,56.933024,35.77191587,-21.16110813
14/01/2025 1:45,0,129.91,0,0.192,0.016,0,56.93683068,35.77191587,-21.16491481
14/01/2025 1:50,0,137.05,0,0.204,0.017,0,56.94099665,35.77191587,-21.16908078
14/01/2025 1:55,0,114.75,0,0.264,0.022,0,56.9458973,35.77191587,-21.17398143
14/01/2025 2:00,0,116.3,0,0.348,0.029,0,56.9524022,35.77191587,-21.18048633
14/01/2025 2:05,0,124.67,0,0.228,0.019,0,56.95682307,35.77191587,-21.1849072
14/01/2025 2:10,0,139.43,0,0.192,0.016,0,56.96078206,35.77191587,-21.18886619
14/01/2025 2:15,0,133.27,0,0.216,0.018,0,56.96512504,35.77191587,-21.19320917
14/01/2025 2:20,0,133.53,0,0.36,0.03,0,56.97237115,35.77191587,-21.20045528
14/01/2025 2:25,0,131.48,0,0.252,0.021,0,56.97740038,35.77191587,-21.20548451
14/01/2025 2:30,0,126.63,0,0.204,0.017,0,56.98138921,35.77191587,-21.20947334
14/01/2025 2:35,0,123.9,0,0.192,0.016,0,56.98509972,35.77191587,-21.21318385
14/01/2025 2:40,0,123.82,0,0.348,0.029,0,56.9918227,35.77191587,-21.21990683
14/01/2025 2:45,0,118.89,0,0.276,0.023,0,56.99704134,35.77191587,-21.22512547
14/01/2025 2:50,0,118.91,0,0.216,0.018,0,57.00112584,35.77191587,-21.22920997
14/01/2025 2:55,0,129.61,0,0.192,0.016,0,57.00492771,35.77191587,-21.23301184
14/01/2025 3:00,0,125.27,0,0.312,0.026,0,57.01099292,35.77191587,-21.23907705
14/01/2025 3:05,0,124.29,0,0.288,0.024,0,57.01656804,35.77191587,-21.24465217
14/01/2025 3:10,0,128.52,0,0.24,0.02,0,57.02129858,35.77191587,-21.24938271
14/01/2025 3:15,0,134.77,0,0.192,0.016,0,57.02518302,35.77191587,-21.25326715
14/01/2025 3:20,0,130.43,0,0.264,0.022,0,57.03042863,35.77191587,-21.25851276
14/01/2025 3:25,0,121.38,0,0.3,0.025,0,57.0361633,35.77191587,-21.26424743
14/01/2025 3:30,0,124.69,0,0.276,0.023,0,57.04151534,35.77191587,-21.26959947
14/01/2025 3:35,0,124.73,0,0.192,0.016,0,57.04523913,35.77191587,-21.27332326
14/01/2025 3:40,0,121.76,0,0.24,0.02,0,57.04983447,35.77191587,-21.2779186
14/01/2025 3:45,0,129.77,0,0.276,0.023,0,57.05530334,35.77191587,-21.28338747
14/01/2025 3:50,0,162.05,0,0.288,0.024,0,57.06178471,35.77191587,-21.28986884
14/01/2025 3:55,0,154.96,0,0.228,0.019,0,57.06678108,35.77191587,-21.29486521
14/01/2025 4:00,0,155.52,0,0.228,0.019,0,57.07178809,35.77191587,-21.29987222
14/01/2025 4:05,0,164.88,0,0.252,0.021,0,57.07751872,35.77191587,-21.30560285
14/01/2025 4:10,0,166,0,0.72,0.06,0,57.09395914,35.77191587,-21.32204327
14/01/2025 4:15,0,168.67,0,1.476,0.123,0,57.12799041,35.77191587,-21.35607454
14/01/2025 4:20,0,169.87,0,0.684,0.057,0,57.1438294,35.77191587,-21.37191353
14/01/2025 4:25,0,171.47,0,0.492,0.041,0,57.15528796,35.77191587,-21.38337209
14/01/2025 4:30,0,171.32,0,0.444,0.037,0,57.16562306,35.77191587,-21.39370719
14/01/2025 4:35,0,168.67,0,0.576,0.048,0,57.17890355,35.77191587,-21.40698768
14/01/2025 4:40,0,172.43,0,0.504,0.042,0,57.19068191,35.77191587,-21.41876604
14/01/2025 4:45,0,172.53,0,0.552,0.046,0,57.20358661,35.77191587,-21.43167074
14/01/2025 4:50,0,165.95,0,0.576,0.048,0,57.21673654,35.77191587,-21.44482067
14/01/2025 4:55,0,299.98,0,0.636,0.053,0,57.23835985,35.77191587,-21.46644398
14/01/2025 5:00,0,181.2,0,0.564,0.047,0,57.25195258,35.77191587,-21.48003671
14/01/2025 5:05,0,262.41,0,0.624,0.052,0,57.27121427,35.77191587,-21.4992984
14/01/2025 5:10,0,272.45,0,0.684,0.057,0,57.29290032,35.77191587,-21.52098445
14/01/2025 5:15,0,268.01,0,1.2,0.1,0,57.33050202,35.77191587,-21.55858615
14/01/2025 5:20,0,299.98,0,1.152,0.096,0,57.36966877,35.77191587,-21.5977529
14/01/2025 5:25,0,261.72,0,0.996,0.083,0,57.40035611,35.77191587,-21.62844024
14/01/2025 5:30,0,299.98,0,1.008,0.084,0,57.43462702,35.77191587,-21.66271115
14/01/2025 5:35,0,239.26,0,0.924,0.077,0,57.46136658,35.77191587,-21.68945071
14/01/2025 5:40,0,240.83,0,0.912,0.076,0,57.48787819,35.77191587,-21.71596232
14/01/2025 5:45,0,232.89,0,0.996,0.083,0,57.51617264,35.77191587,-21.74425677
14/01/2025 5:50,0,177.61,0,0.996,0.083,0,57.53987885,35.77191587,-21.76796298
14/01/2025 5:55,0,216.77,0,0.852,0.071,0,57.56293802,35.77191587,-21.79102215
14/01/2025 6:00,0,167.87,0,0.912,0.076,0,57.58390467,35.77191587,-21.8119888
